"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water","delta","p","p_rgh","psi"
3.375,0.025,0,1,0.5,0,1,0,5.8229e-10,5.8229e-10,0.05625
3.4,0.025,0,1,0.5,0,1,0,5.8512e-10,5.8512e-10,0.05625
3.425,0.025,0,1,0.5,0,1,0,5.8781e-10,5.8781e-10,0.05625
3.45,0.025,0,1,0.5,0,1,0,5.8986e-10,5.8986e-10,0.05625
3.475,0.025,0,1,0.5,0,1,0,5.919e-10,5.919e-10,0.05625
3.5,0.025,0,1,0.5,0,1,0,5.9432e-10,5.9432e-10,0.05625
3.525,0.025,0,1,0.5,0,1,0,5.9659e-10,5.9659e-10,0.05625
3.55,0.025,0,1,0.5,0,1,0,5.9896e-10,5.9896e-10,0.05625
3.575,0.025,0,1,0.5,0,1,0,6.0142e-10,6.0142e-10,0.05625
3.6,0.025,0,1,0.5,0,1,0,6.0391e-10,6.0391e-10,0.05625
3.625,0.025,0,1,0.5,0,1,0,6.0678e-10,6.0678e-10,0.05625
3.65,0.025,0,1,0.5,0,1,0,6.0906e-10,6.0906e-10,0.05625
3.675,0.025,0,1,0.5,0,1,0,6.1074e-10,6.1074e-10,0.05625
3.7,0.025,0,1,0.5,0,1,0,6.1253e-10,6.1253e-10,0.05625
3.725,0.025,0,1,0.5,0,1,0,6.1442e-10,6.1442e-10,0.05625
3.75,0.025,0,1,0.5,0,1,0,6.1581e-10,6.1581e-10,0.05625
3.775,0.025,0,1,0.5,0,1,0,6.1711e-10,6.1711e-10,0.05625
3.8,0.025,0,1,0.5,0,1,0,6.2007e-10,6.2007e-10,0.05625
3.825,0.025,0,1,0.5,0,1,0,6.2347e-10,6.2347e-10,0.05625
3.85,0.025,0,1,0.5,0,1,0,6.2589e-10,6.2589e-10,0.05625
3.875,0.025,0,1,0.5,0,1,0,6.281e-10,6.281e-10,0.05625
3.9,0.025,0,1,0.5,0,1,0,6.3005e-10,6.3005e-10,0.05625
3.925,0.025,0,1,0.5,0,1,0,6.319e-10,6.319e-10,0.05625
3.95,0.025,0,1,0.5,0,1,0,6.3323e-10,6.3323e-10,0.05625
3.975,0.025,0,1,0.5,0,1,0,6.347e-10,6.347e-10,0.05625
4,0.025,0,1,0.5,0,1,0,6.3718e-10,6.3718e-10,0.05625
4.025,0.025,0,1,0.5,0,1,0,6.4006e-10,6.4006e-10,0.05625
4.05,0.025,0,1,0.5,0,1,0,6.4213e-10,6.4213e-10,0.05625
4.075,0.025,0,1,0.5,0,1,0,6.4329e-10,6.4329e-10,0.05625
4.1,0.025,0,1,0.5,0,1,0,6.4439e-10,6.4439e-10,0.05625
4.125,0.025,0,1,0.5,0,1,0,6.461e-10,6.461e-10,0.05625
4.15,0.025,0,1,0.5,0,1,0,6.486e-10,6.486e-10,0.05625
4.175,0.025,0,1,0.5,0,1,0,6.5025e-10,6.5025e-10,0.05625
4.2,0.025,0,1,0.5,0,1,0,6.5162e-10,6.5162e-10,0.05625
4.225,0.025,0,1,0.5,0,1,0,6.5306e-10,6.5306e-10,0.05625
4.25,0.025,0,1,0.5,0,1,0,6.5429e-10,6.5429e-10,0.05625
4.275,0.025,0,1,0.5,0,1,0,6.5583e-10,6.5583e-10,0.05625
4.3,0.025,0,1,0.5,0,1,0,6.5766e-10,6.5766e-10,0.05625
4.325,0.025,0,1,0.5,0,1,0,6.6016e-10,6.6016e-10,0.05625
4.35,0.025,0,1,0.5,0,1,0,6.6235e-10,6.6235e-10,0.05625
4.375,0.025,0,1,0.5,0,1,0,6.6417e-10,6.6417e-10,0.05625
4.4,0.025,0,1,0.5,0,1,0,6.6587e-10,6.6587e-10,0.05625
4.425,0.025,0,1,0.5,0,1,0,6.6691e-10,6.6691e-10,0.05625
4.45,0.025,0,1,0.5,0,1,0,6.6762e-10,6.6762e-10,0.05625
4.475,0.025,0,1,0.5,0,1,0,6.6829e-10,6.6829e-10,0.05625
4.5,0.025,0,1,0.5,0,1,0,6.6941e-10,6.6941e-10,0.05625
4.525,0.025,0,1,0.5,0,1,0,6.7056e-10,6.7056e-10,0.05625
4.55,0.025,0,1,0.5,0,1,0,6.7149e-10,6.7149e-10,0.05625
4.575,0.025,0,1,0.5,0,1,0,6.7248e-10,6.7248e-10,0.05625
4.6,0.025,0,1,0.5,0,1,0,6.7372e-10,6.7372e-10,0.05625
4.625,0.025,0,1,0.5,0,1,0,6.7531e-10,6.7531e-10,0.05625
4.65,0.025,0,1,0.5,0,1,0,6.7582e-10,6.7582e-10,0.05625
4.675,0.025,0,1,0.5,0,1,0,6.7608e-10,6.7608e-10,0.05625
4.7,0.025,0,1,0.5,0,1,0,6.7728e-10,6.7728e-10,0.05625
4.725,0.025,0,1,0.5,0,1,0,6.7877e-10,6.7877e-10,0.05625
4.75,0.025,0,1,0.5,0,1,0,6.8001e-10,6.8001e-10,0.05625
4.775,0.025,0,1,0.5,0,1,0,6.8075e-10,6.8075e-10,0.05625
4.8,0.025,0,1,0.5,0,1,0,6.817e-10,6.817e-10,0.05625
4.825,0.025,0,1,0.5,0,1,0,6.8248e-10,6.8248e-10,0.05625
4.85,0.025,0,1,0.5,0,1,0,6.8253e-10,6.8253e-10,0.05625
4.875,0.025,0,1,0.5,0,1,0,6.8252e-10,6.8252e-10,0.05625
4.9,0.025,0,1,0.5,0,1,0,6.8325e-10,6.8325e-10,0.05625
4.925,0.025,0,1,0.5,0,1,0,6.8412e-10,6.8412e-10,0.05625
4.95,0.025,0,1,0.5,0,1,0,6.8512e-10,6.8512e-10,0.05625
4.975,0.025,0,1,0.5,0,1,0,6.8683e-10,6.8683e-10,0.05625
5,0.025,0,1,0.5,0,1,0,6.8781e-10,6.8781e-10,0.05625
0,0.05,0,1,0.5,0,1,0,7.239e-11,7.239e-11,0.05625
0.025,0.05,0,1,0.5,0,1,0,8.0439e-11,8.0439e-11,0.05625
0.05,0.05,0,1,0.5,0,1,0,9.7326e-11,9.7326e-11,0.05625
0.075,0.05,0,1,0.5,0,1,0,1.1438e-10,1.1438e-10,0.05625
0.1,0.05,0,1,0.5,0,1,0,1.3002e-10,1.3002e-10,0.05625
0.125,0.05,0,1,0.5,0,1,0,1.4412e-10,1.4412e-10,0.05625
0.15,0.05,0,1,0.5,0,1,0,1.5609e-10,1.5609e-10,0.05625
0.175,0.05,0,1,0.5,0,1,0,1.6655e-10,1.6655e-10,0.05625
0.2,0.05,0,1,0.5,0,1,0,1.77e-10,1.77e-10,0.05625
0.225,0.05,0,1,0.5,0,1,0,1.8599e-10,1.8599e-10,0.05625
0.25,0.05,0,1,0.5,0,1,0,1.9361e-10,1.9361e-10,0.05625
0.275,0.05,0,1,0.5,0,1,0,2.0084e-10,2.0084e-10,0.05625
0.3,0.05,0,1,0.5,0,1,0,2.0763e-10,2.0763e-10,0.05625
0.325,0.05,0,1,0.5,0,1,0,2.144e-10,2.144e-10,0.05625
0.35,0.05,0,1,0.5,0,1,0,2.2101e-10,2.2101e-10,0.05625
0.375,0.05,0,1,0.5,0,1,0,2.2738e-10,2.2738e-10,0.05625
0.4,0.05,0,1,0.5,0,1,0,2.3271e-10,2.3271e-10,0.05625
0.425,0.05,0,1,0.5,0,1,0,2.3853e-10,2.3853e-10,0.05625
0.45,0.05,0,1,0.5,0,1,0,2.4521e-10,2.4521e-10,0.05625
0.475,0.05,0,1,0.5,0,1,0,2.5092e-10,2.5092e-10,0.05625
0.5,0.05,0,1,0.5,0,1,0,2.5554e-10,2.5554e-10,0.05625
0.525,0.05,0,1,0.5,0,1,0,2.6008e-10,2.6008e-10,0.05625
0.55,0.05,0,1,0.5,0,1,0,2.6426e-10,2.6426e-10,0.05625
0.575,0.05,0,1,0.5,0,1,0,2.6796e-10,2.6796e-10,0.05625
0.6,0.05,0,1,0.5,0,1,0,2.7212e-10,2.7212e-10,0.05625
0.625,0.05,0,1,0.5,0,1,0,2.7608e-10,2.7608e-10,0.05625
0.65,0.05,0,1,0.5,0,1,0,2.7963e-10,2.7963e-10,0.05625
0.675,0.05,0,1,0.5,0,1,0,2.839e-10,2.839e-10,0.05625
0.7,0.05,0,1,0.5,0,1,0,2.8846e-10,2.8846e-10,0.05625
0.725,0.05,0,1,0.5,0,1,0,2.9268e-10,2.9268e-10,0.05625
0.75,0.05,0,1,0.5,0,1,0,2.9608e-10,2.9608e-10,0.05625
0.775,0.05,0,1,0.5,0,1,0,2.9965e-10,2.9965e-10,0.05625
0.8,0.05,0,1,0.5,0,1,0,3.0458e-10,3.0458e-10,0.05625
0.825,0.05,0,1,0.5,0,1,0,3.0959e-10,3.0959e-10,0.05625
0.85,0.05,0,1,0.5,0,1,0,3.1403e-10,3.1403e-10,0.05625
0.875,0.05,0,1,0.5,0,1,0,3.1798e-10,3.1798e-10,0.05625
0.9,0.05,0,1,0.5,0,1,0,3.2165e-10,3.2165e-10,0.05625
0.925,0.05,0,1,0.5,0,1,0,3.2528e-10,3.2528e-10,0.05625
0.95,0.05,0,1,0.5,0,1,0,3.284e-10,3.284e-10,0.05625
0.975,0.05,0,1,0.5,0,1,0,3.3161e-10,3.3161e-10,0.05625
1,0.05,0,1,0.5,0,1,0,3.3452e-10,3.3452e-10,0.05625
1.025,0.05,0,1,0.5,0,1,0,3.3696e-10,3.3696e-10,0.05625
1.05,0.05,0,1,0.5,0,1,0,3.4062e-10,3.4062e-10,0.05625
1.075,0.05,0,1,0.5,0,1,0,3.4446e-10,3.4446e-10,0.05625
1.1,0.05,0,1,0.5,0,1,0,3.4746e-10,3.4746e-10,0.05625
1.125,0.05,0,1,0.5,0,1,0,3.5122e-10,3.5122e-10,0.05625
1.15,0.05,0,1,0.5,0,1,0,3.5536e-10,3.5536e-10,0.05625
1.175,0.05,0,1,0.5,0,1,0,3.589e-10,3.589e-10,0.05625
1.2,0.05,0,1,0.5,0,1,0,3.6288e-10,3.6288e-10,0.05625
1.225,0.05,0,1,0.5,0,1,0,3.673e-10,3.673e-10,0.05625
1.25,0.05,0,1,0.5,0,1,0,3.7193e-10,3.7193e-10,0.05625
1.275,0.05,0,1,0.5,0,1,0,3.7567e-10,3.7567e-10,0.05625
1.3,0.05,0,1,0.5,0,1,0,3.7853e-10,3.7853e-10,0.05625
1.325,0.05,0,1,0.5,0,1,0,3.8179e-10,3.8179e-10,0.05625
1.35,0.05,0,1,0.5,0,1,0,3.858e-10,3.858e-10,0.05625
1.375,0.05,0,1,0.5,0,1,0,3.8964e-10,3.8964e-10,0.05625
1.4,0.05,0,1,0.5,0,1,0,3.928e-10,3.928e-10,0.05625
1.425,0.05,0,1,0.5,0,1,0,3.9604e-10,3.9604e-10,0.05625
1.45,0.05,0,1,0.5,0,1,0,3.9889e-10,3.9889e-10,0.05625
1.475,0.05,0,1,0.5,0,1,0,4.0176e-10,4.0176e-10,0.05625
1.5,0.05,0,1,0.5,0,1,0,4.0586e-10,4.0586e-10,0.05625
1.525,0.05,0,1,0.5,0,1,0,4.0977e-10,4.0977e-10,0.05625
1.55,0.05,0,1,0.5,0,1,0,4.127e-10,4.127e-10,0.05625
1.575,0.05,0,1,0.5,0,1,0,4.1602e-10,4.1602e-10,0.05625
1.6,0.05,0,1,0.5,0,1,0,4.2011e-10,4.2011e-10,0.05625
1.625,0.05,0,1,0.5,0,1,0,4.2429e-10,4.2429e-10,0.05625
1.65,0.05,0,1,0.5,0,1,0,4.2735e-10,4.2735e-10,0.05625
1.675,0.05,0,1,0.5,0,1,0,4.2952e-10,4.2952e-10,0.05625
1.7,0.05,0,1,0.5,0,1,0,4.323e-10,4.323e-10,0.05625
1.725,0.05,0,1,0.5,0,1,0,4.3436e-10,4.3436e-10,0.05625
1.75,0.05,0,1,0.5,0,1,0,4.3576e-10,4.3576e-10,0.05625
1.775,0.05,0,1,0.5,0,1,0,4.3845e-10,4.3845e-10,0.05625
1.8,0.05,0,1,0.5,0,1,0,4.412e-10,4.412e-10,0.05625
1.825,0.05,0,1,0.5,0,1,0,4.4344e-10,4.4344e-10,0.05625
1.85,0.05,0,1,0.5,0,1,0,4.4632e-10,4.4632e-10,0.05625
1.875,0.05,0,1,0.5,0,1,0,4.4948e-10,4.4948e-10,0.05625
1.9,0.05,0,1,0.5,0,1,0,4.5207e-10,4.5207e-10,0.05625
1.925,0.05,0,1,0.5,0,1,0,4.5429e-10,4.5429e-10,0.05625
1.95,0.05,0,1,0.5,0,1,0,4.5656e-10,4.5656e-10,0.05625
1.975,0.05,0,1,0.5,0,1,0,4.589e-10,4.589e-10,0.05625
2,0.05,0,1,0.5,0,1,0,4.6126e-10,4.6126e-10,0.05625
2.025,0.05,0,1,0.5,0,1,0,4.6368e-10,4.6368e-10,0.05625
2.05,0.05,0,1,0.5,0,1,0,4.6609e-10,4.6609e-10,0.05625
2.075,0.05,0,1,0.5,0,1,0,4.6848e-10,4.6848e-10,0.05625
2.1,0.05,0,1,0.5,0,1,0,4.7047e-10,4.7047e-10,0.05625
2.125,0.05,0,1,0.5,0,1,0,4.7184e-10,4.7184e-10,0.05625
2.15,0.05,0,1,0.5,0,1,0,4.7368e-10,4.7368e-10,0.05625
2.175,0.05,0,1,0.5,0,1,0,4.7605e-10,4.7605e-10,0.05625
2.2,0.05,0,1,0.5,0,1,0,4.7818e-10,4.7818e-10,0.05625
2.225,0.05,0,1,0.5,0,1,0,4.7965e-10,4.7965e-10,0.05625
2.25,0.05,0,1,0.5,0,1,0,4.8187e-10,4.8187e-10,0.05625
2.275,0.05,0,1,0.5,0,1,0,4.8536e-10,4.8536e-10,0.05625
2.3,0.05,0,1,0.5,0,1,0,4.8746e-10,4.8746e-10,0.05625
2.325,0.05,0,1,0.5,0,1,0,4.8888e-10,4.8888e-10,0.05625
2.35,0.05,0,1,0.5,0,1,0,4.9116e-10,4.9116e-10,0.05625
2.375,0.05,0,1,0.5,0,1,0,4.9454e-10,4.9454e-10,0.05625
2.4,0.05,0,1,0.5,0,1,0,4.9855e-10,4.9855e-10,0.05625
2.425,0.05,0,1,0.5,0,1,0,5.0184e-10,5.0184e-10,0.05625
2.45,0.05,0,1,0.5,0,1,0,5.0439e-10,5.0439e-10,0.05625
2.475,0.05,0,1,0.5,0,1,0,5.0619e-10,5.0619e-10,0.05625
2.5,0.05,0,1,0.5,0,1,0,5.081e-10,5.081e-10,0.05625
2.525,0.05,0,1,0.5,0,1,0,5.1176e-10,5.1176e-10,0.05625
2.55,0.05,0,1,0.5,0,1,0,5.1655e-10,5.1655e-10,0.05625
2.575,0.05,0,1,0.5,0,1,0,5.1958e-10,5.1958e-10,0.05625
2.6,0.05,0,1,0.5,0,1,0,5.2141e-10,5.2141e-10,0.05625
2.625,0.05,0,1,0.5,0,1,0,5.2335e-10,5.2335e-10,0.05625
2.65,0.05,0,1,0.5,0,1,0,5.2538e-10,5.2538e-10,0.05625
2.675,0.05,0,1,0.5,0,1,0,5.2782e-10,5.2782e-10,0.05625
2.7,0.05,0,1,0.5,0,1,0,5.2963e-10,5.2963e-10,0.05625
2.725,0.05,0,1,0.5,0,1,0,5.3057e-10,5.3057e-10,0.05625
2.75,0.05,0,1,0.5,0,1,0,5.3144e-10,5.3144e-10,0.05625
2.775,0.05,0,1,0.5,0,1,0,5.3293e-10,5.3293e-10,0.05625
2.8,0.05,0,1,0.5,0,1,0,5.3451e-10,5.3451e-10,0.05625
2.825,0.05,0,1,0.5,0,1,0,5.3578e-10,5.3578e-10,0.05625
2.85,0.05,0,1,0.5,0,1,0,5.371e-10,5.371e-10,0.05625
2.875,0.05,0,1,0.5,0,1,0,5.394e-10,5.394e-10,0.05625
2.9,0.05,0,1,0.5,0,1,0,5.4231e-10,5.4231e-10,0.05625
2.925,0.05,0,1,0.5,0,1,0,5.453e-10,5.453e-10,0.05625
2.95,0.05,0,1,0.5,0,1,0,5.4815e-10,5.4815e-10,0.05625
2.975,0.05,0,1,0.5,0,1,0,5.4971e-10,5.4971e-10,0.05625
3,0.05,0,1,0.5,0,1,0,5.5139e-10,5.5139e-10,0.05625
3.025,0.05,0,1,0.5,0,1,0,5.5398e-10,5.5398e-10,0.05625
3.05,0.05,0,1,0.5,0,1,0,5.5649e-10,5.5649e-10,0.05625
3.075,0.05,0,1,0.5,0,1,0,5.5841e-10,5.5841e-10,0.05625
3.1,0.05,0,1,0.5,0,1,0,5.5944e-10,5.5944e-10,0.05625
3.125,0.05,0,1,0.5,0,1,0,5.6134e-10,5.6134e-10,0.05625
3.15,0.05,0,1,0.5,0,1,0,5.6394e-10,5.6394e-10,0.05625
3.175,0.05,0,1,0.5,0,1,0,5.6514e-10,5.6514e-10,0.05625
3.2,0.05,0,1,0.5,0,1,0,5.6673e-10,5.6673e-10,0.05625
3.225,0.05,0,1,0.5,0,1,0,5.6955e-10,5.6955e-10,0.05625
3.25,0.05,0,1,0.5,0,1,0,5.7281e-10,5.7281e-10,0.05625
3.275,0.05,0,1,0.5,0,1,0,5.7618e-10,5.7618e-10,0.05625
3.3,0.05,0,1,0.5,0,1,0,5.7783e-10,5.7783e-10,0.05625
3.325,0.05,0,1,0.5,0,1,0,5.7877e-10,5.7877e-10,0.05625
3.35,0.05,0,1,0.5,0,1,0,5.8055e-10,5.8055e-10,0.05625
3.375,0.05,0,1,0.5,0,1,0,5.8286e-10,5.8286e-10,0.05625
3.4,0.05,0,1,0.5,0,1,0,5.8531e-10,5.8531e-10,0.05625
3.425,0.05,0,1,0.5,0,1,0,5.8792e-10,5.8792e-10,0.05625
3.45,0.05,0,1,0.5,0,1,0,5.9033e-10,5.9033e-10,0.05625
3.475,0.05,0,1,0.5,0,1,0,5.9214e-10,5.9214e-10,0.05625
3.5,0.05,0,1,0.5,0,1,0,5.9427e-10,5.9427e-10,0.05625
3.525,0.05,0,1,0.5,0,1,0,5.9657e-10,5.9657e-10,0.05625
3.55,0.05,0,1,0.5,0,1,0,5.9926e-10,5.9926e-10,0.05625
3.575,0.05,0,1,0.5,0,1,0,6.0203e-10,6.0203e-10,0.05625
3.6,0.05,0,1,0.5,0,1,0,6.0455e-10,6.0455e-10,0.05625
3.625,0.05,0,1,0.5,0,1,0,6.0723e-10,6.0723e-10,0.05625
3.65,0.05,0,1,0.5,0,1,0,6.0951e-10,6.0951e-10,0.05625
3.675,0.05,0,1,0.5,0,1,0,6.1125e-10,6.1125e-10,0.05625
3.7,0.05,0,1,0.5,0,1,0,6.1313e-10,6.1313e-10,0.05625
3.725,0.05,0,1,0.5,0,1,0,6.1496e-10,6.1496e-10,0.05625
3.75,0.05,0,1,0.5,0,1,0,6.1631e-10,6.1631e-10,0.05625
3.775,0.05,0,1,0.5,0,1,0,6.1749e-10,6.1749e-10,0.05625
3.8,0.05,0,1,0.5,0,1,0,6.1981e-10,6.1981e-10,0.05625
3.825,0.05,0,1,0.5,0,1,0,6.2305e-10,6.2305e-10,0.05625
3.85,0.05,0,1,0.5,0,1,0,6.258e-10,6.258e-10,0.05625
3.875,0.05,0,1,0.5,0,1,0,6.2774e-10,6.2774e-10,0.05625
3.9,0.05,0,1,0.5,0,1,0,6.2946e-10,6.2946e-10,0.05625
3.925,0.05,0,1,0.5,0,1,0,6.3142e-10,6.3142e-10,0.05625
3.95,0.05,0,1,0.5,0,1,0,6.3307e-10,6.3307e-10,0.05625
3.975,0.05,0,1,0.5,0,1,0,6.3506e-10,6.3506e-10,0.05625
4,0.05,0,1,0.5,0,1,0,6.3791e-10,6.3791e-10,0.05625
4.025,0.05,0,1,0.5,0,1,0,6.4059e-10,6.4059e-10,0.05625
4.05,0.05,0,1,0.5,0,1,0,6.4224e-10,6.4224e-10,0.05625
4.075,0.05,0,1,0.5,0,1,0,6.4309e-10,6.4309e-10,0.05625
4.1,0.05,0,1,0.5,0,1,0,6.4412e-10,6.4412e-10,0.05625
4.125,0.05,0,1,0.5,0,1,0,6.4608e-10,6.4608e-10,0.05625
4.15,0.05,0,1,0.5,0,1,0,6.4851e-10,6.4851e-10,0.05625
4.175,0.05,0,1,0.5,0,1,0,6.5023e-10,6.5023e-10,0.05625
4.2,0.05,0,1,0.5,0,1,0,6.5177e-10,6.5177e-10,0.05625
4.225,0.05,0,1,0.5,0,1,0,6.5313e-10,6.5313e-10,0.05625
4.25,0.05,0,1,0.5,0,1,0,6.5439e-10,6.5439e-10,0.05625
4.275,0.05,0,1,0.5,0,1,0,6.5602e-10,6.5602e-10,0.05625
4.3,0.05,0,1,0.5,0,1,0,6.5786e-10,6.5786e-10,0.05625
4.325,0.05,0,1,0.5,0,1,0,6.6017e-10,6.6017e-10,0.05625
4.35,0.05,0,1,0.5,0,1,0,6.6234e-10,6.6234e-10,0.05625
4.375,0.05,0,1,0.5,0,1,0,6.6404e-10,6.6404e-10,0.05625
4.4,0.05,0,1,0.5,0,1,0,6.6564e-10,6.6564e-10,0.05625
4.425,0.05,0,1,0.5,0,1,0,6.6659e-10,6.6659e-10,0.05625
4.45,0.05,0,1,0.5,0,1,0,6.6719e-10,6.6719e-10,0.05625
4.475,0.05,0,1,0.5,0,1,0,6.6772e-10,6.6772e-10,0.05625
4.5,0.05,0,1,0.5,0,1,0,6.6908e-10,6.6908e-10,0.05625
4.525,0.05,0,1,0.5,0,1,0,6.7094e-10,6.7094e-10,0.05625
4.55,0.05,0,1,0.5,0,1,0,6.7174e-10,6.7174e-10,0.05625
4.575,0.05,0,1,0.5,0,1,0,6.7213e-10,6.7213e-10,0.05625
4.6,0.05,0,1,0.5,0,1,0,6.7299e-10,6.7299e-10,0.05625
4.625,0.05,0,1,0.5,0,1,0,6.7472e-10,6.7472e-10,0.05625
4.65,0.05,0,1,0.5,0,1,0,6.7566e-10,6.7566e-10,0.05625
4.675,0.05,0,1,0.5,0,1,0,6.7615e-10,6.7615e-10,0.05625
4.7,0.05,0,1,0.5,0,1,0,6.7747e-10,6.7747e-10,0.05625
4.725,0.05,0,1,0.5,0,1,0,6.7889e-10,6.7889e-10,0.05625
4.75,0.05,0,1,0.5,0,1,0,6.7985e-10,6.7985e-10,0.05625
4.775,0.05,0,1,0.5,0,1,0,6.8047e-10,6.8047e-10,0.05625
4.8,0.05,0,1,0.5,0,1,0,6.8144e-10,6.8144e-10,0.05625
4.825,0.05,0,1,0.5,0,1,0,6.8261e-10,6.8261e-10,0.05625
4.85,0.05,0,1,0.5,0,1,0,6.8284e-10,6.8284e-10,0.05625
4.875,0.05,0,1,0.5,0,1,0,6.8286e-10,6.8286e-10,0.05625
4.9,0.05,0,1,0.5,0,1,0,6.8355e-10,6.8355e-10,0.05625
4.925,0.05,0,1,0.5,0,1,0,6.8454e-10,6.8454e-10,0.05625
4.95,0.05,0,1,0.5,0,1,0,6.8564e-10,6.8564e-10,0.05625
4.975,0.05,0,1,0.5,0,1,0,6.8695e-10,6.8695e-10,0.05625
5,0.05,0,1,0.5,0,1,0,6.8779e-10,6.8779e-10,0.05625
0,0.075,0,1,0.5,0,1,0,1.0092e-10,1.0092e-10,0.05625
0.025,0.075,0,1,0.5,0,1,0,1.052e-10,1.052e-10,0.05625
0.05,0.075,0,1,0.5,0,1,0,1.1529e-10,1.1529e-10,0.05625
0.075,0.075,0,1,0.5,0,1,0,1.2701e-10,1.2701e-10,0.05625
0.1,0.075,0,1,0.5,0,1,0,1.39e-10,1.39e-10,0.05625
0.125,0.075,0,1,0.5,0,1,0,1.5059e-10,1.5059e-10,0.05625
0.15,0.075,0,1,0.5,0,1,0,1.6063e-10,1.6063e-10,0.05625
0.175,0.075,0,1,0.5,0,1,0,1.6986e-10,1.6986e-10,0.05625
0.2,0.075,0,1,0.5,0,1,0,1.7958e-10,1.7958e-10,0.05625
0.225,0.075,0,1,0.5,0,1,0,1.8829e-10,1.8829e-10,0.05625
0.25,0.075,0,1,0.5,0,1,0,1.9599e-10,1.9599e-10,0.05625
0.275,0.075,0,1,0.5,0,1,0,2.0317e-10,2.0317e-10,0.05625
0.3,0.075,0,1,0.5,0,1,0,2.1003e-10,2.1003e-10,0.05625
0.325,0.075,0,1,0.5,0,1,0,2.1668e-10,2.1668e-10,0.05625
0.35,0.075,0,1,0.5,0,1,0,2.2264e-10,2.2264e-10,0.05625
0.375,0.075,0,1,0.5,0,1,0,2.2856e-10,2.2856e-10,0.05625
0.4,0.075,0,1,0.5,0,1,0,2.3396e-10,2.3396e-10,0.05625
0.425,0.075,0,1,0.5,0,1,0,2.3978e-10,2.3978e-10,0.05625
0.45,0.075,0,1,0.5,0,1,0,2.4596e-10,2.4596e-10,0.05625
0.475,0.075,0,1,0.5,0,1,0,2.5133e-10,2.5133e-10,0.05625
0.5,0.075,0,1,0.5,0,1,0,2.561e-10,2.561e-10,0.05625
0.525,0.075,0,1,0.5,0,1,0,2.609e-10,2.609e-10,0.05625
0.55,0.075,0,1,0.5,0,1,0,2.6534e-10,2.6534e-10,0.05625
0.575,0.075,0,1,0.5,0,1,0,2.6918e-10,2.6918e-10,0.05625
0.6,0.075,0,1,0.5,0,1,0,2.7345e-10,2.7345e-10,0.05625
0.625,0.075,0,1,0.5,0,1,0,2.7713e-10,2.7713e-10,0.05625
0.65,0.075,0,1,0.5,0,1,0,2.8017e-10,2.8017e-10,0.05625
0.675,0.075,0,1,0.5,0,1,0,2.8387e-10,2.8387e-10,0.05625
0.7,0.075,0,1,0.5,0,1,0,2.8825e-10,2.8825e-10,0.05625
0.725,0.075,0,1,0.5,0,1,0,2.9254e-10,2.9254e-10,0.05625
0.75,0.075,0,1,0.5,0,1,0,2.9586e-10,2.9586e-10,0.05625
0.775,0.075,0,1,0.5,0,1,0,2.9955e-10,2.9955e-10,0.05625
0.8,0.075,0,1,0.5,0,1,0,3.0467e-10,3.0467e-10,0.05625
0.825,0.075,0,1,0.5,0,1,0,3.0978e-10,3.0978e-10,0.05625
0.85,0.075,0,1,0.5,0,1,0,3.1413e-10,3.1413e-10,0.05625
0.875,0.075,0,1,0.5,0,1,0,3.1806e-10,3.1806e-10,0.05625
0.9,0.075,0,1,0.5,0,1,0,3.2144e-10,3.2144e-10,0.05625
0.925,0.075,0,1,0.5,0,1,0,3.2516e-10,3.2516e-10,0.05625
0.95,0.075,0,1,0.5,0,1,0,3.2894e-10,3.2894e-10,0.05625
0.975,0.075,0,1,0.5,0,1,0,3.3199e-10,3.3199e-10,0.05625
1,0.075,0,1,0.5,0,1,0,3.3487e-10,3.3487e-10,0.05625
1.025,0.075,0,1,0.5,0,1,0,3.377e-10,3.377e-10,0.05625
1.05,0.075,0,1,0.5,0,1,0,3.4109e-10,3.4109e-10,0.05625
1.075,0.075,0,1,0.5,0,1,0,3.4465e-10,3.4465e-10,0.05625
1.1,0.075,0,1,0.5,0,1,0,3.4804e-10,3.4804e-10,0.05625
1.125,0.075,0,1,0.5,0,1,0,3.5232e-10,3.5232e-10,0.05625
1.15,0.075,0,1,0.5,0,1,0,3.5642e-10,3.5642e-10,0.05625
1.175,0.075,0,1,0.5,0,1,0,3.6012e-10,3.6012e-10,0.05625
1.2,0.075,0,1,0.5,0,1,0,3.6417e-10,3.6417e-10,0.05625
1.225,0.075,0,1,0.5,0,1,0,3.6813e-10,3.6813e-10,0.05625
1.25,0.075,0,1,0.5,0,1,0,3.7211e-10,3.7211e-10,0.05625
1.275,0.075,0,1,0.5,0,1,0,3.7537e-10,3.7537e-10,0.05625
1.3,0.075,0,1,0.5,0,1,0,3.7849e-10,3.7849e-10,0.05625
1.325,0.075,0,1,0.5,0,1,0,3.8205e-10,3.8205e-10,0.05625
1.35,0.075,0,1,0.5,0,1,0,3.859e-10,3.859e-10,0.05625
1.375,0.075,0,1,0.5,0,1,0,3.8974e-10,3.8974e-10,0.05625
1.4,0.075,0,1,0.5,0,1,0,3.9322e-10,3.9322e-10,0.05625
1.425,0.075,0,1,0.5,0,1,0,3.9617e-10,3.9617e-10,0.05625
1.45,0.075,0,1,0.5,0,1,0,3.9871e-10,3.9871e-10,0.05625
