"Points:0","Points:1","Points:2","RDF","U:0","U:1","U:2","alpha.water","delta","p","p_rgh","psi"
0,0,0,0,1,0.5,0,1,26.667,0,0,0.05625
0.025,0,0,0,1,0.5,0,1,26.667,-3.6719e-11,-3.6719e-11,0.05625
0.05,0,0,0,1,0.5,0,1,26.667,-9.8778e-11,-9.8778e-11,0.05625
0.075,0,0,0,1,0.5,0,1,26.667,-1.4229e-10,-1.4229e-10,0.05625
0.1,0,0,0,1,0.5,0,1,26.667,-1.7471e-10,-1.7471e-10,0.05625
0.125,0,0,0,1,0.5,0,1,26.667,-2.0043e-10,-2.0043e-10,0.05625
0.15,0,0,0,1,0.5,0,1,26.667,-2.2215e-10,-2.2215e-10,0.05625
0.175,0,0,0,1,0.5,0,1,26.667,-2.4141e-10,-2.4141e-10,0.05625
0.2,0,0,0,1,0.5,0,1,26.667,-2.5811e-10,-2.5811e-10,0.05625
0.225,0,0,0,1,0.5,0,1,26.667,-2.7227e-10,-2.7227e-10,0.05625
0.25,0,0,0,1,0.5,0,1,26.667,-2.8549e-10,-2.8549e-10,0.05625
0.275,0,0,0,1,0.5,0,1,26.667,-2.9729e-10,-2.9729e-10,0.05625
0.3,0,0,0,1,0.5,0,1,26.667,-3.0738e-10,-3.0738e-10,0.05625
0.325,0,0,0,1,0.5,0,1,26.667,-3.1746e-10,-3.1746e-10,0.05625
0.35,0,0,0,1,0.5,0,1,26.667,-3.2698e-10,-3.2698e-10,0.05625
0.375,0,0,0,1,0.5,0,1,26.667,-3.3594e-10,-3.3594e-10,0.05625
0.4,0,0,0,1,0.5,0,1,26.667,-3.4468e-10,-3.4468e-10,0.05625
0.425,0,0,0,1,0.5,0,1,26.667,-3.5268e-10,-3.5268e-10,0.05625
0.45,0,0,0,1,0.5,0,1,26.667,-3.6087e-10,-3.6087e-10,0.05625
0.475,0,0,0,1,0.5,0,1,26.667,-3.6905e-10,-3.6905e-10,0.05625
0.5,0,0,0,1,0.5,0,1,26.667,-3.7575e-10,-3.7575e-10,0.05625
0.525,0,0,0,1,0.5,0,1,26.667,-3.8191e-10,-3.8191e-10,0.05625
0.55,0,0,0,1,0.5,0,1,26.667,-3.8768e-10,-3.8768e-10,0.05625
0.575,0,0,0,1,0.5,0,1,26.667,-3.9287e-10,-3.9287e-10,0.05625
0.6,0,0,0,1,0.5,0,1,26.667,-3.9774e-10,-3.9774e-10,0.05625
0.625,0,0,0,1,0.5,0,1,26.667,-4.0262e-10,-4.0262e-10,0.05625
0.65,0,0,0,1,0.5,0,1,26.667,-4.0786e-10,-4.0786e-10,0.05625
0.675,0,0,0,1,0.5,0,1,26.667,-4.1291e-10,-4.1291e-10,0.05625
0.7,0,0,0,1,0.5,0,1,26.667,-4.1752e-10,-4.1752e-10,0.05625
0.725,0,0,0,1,0.5,0,1,26.667,-4.2215e-10,-4.2215e-10,0.05625
0.75,0,0,0,1,0.5,0,1,26.667,-4.272e-10,-4.272e-10,0.05625
0.775,0,0,0,1,0.5,0,1,26.667,-4.3175e-10,-4.3175e-10,0.05625
0.8,0,0,0,1,0.5,0,1,26.667,-4.3565e-10,-4.3565e-10,0.05625
0.825,0,0,0,1,0.5,0,1,26.667,-4.3976e-10,-4.3976e-10,0.05625
0.85,0,0,0,1,0.5,0,1,26.667,-4.4444e-10,-4.4444e-10,0.05625
0.875,0,0,0,1,0.5,0,1,26.667,-4.4815e-10,-4.4815e-10,0.05625
0.9,0,0,0,1,0.5,0,1,26.667,-4.5046e-10,-4.5046e-10,0.05625
0.925,0,0,0,1,0.5,0,1,26.667,-4.5179e-10,-4.5179e-10,0.05625
0.95,0,0,0,1,0.5,0,1,26.667,-4.5375e-10,-4.5375e-10,0.05625
0.975,0,0,0,1,0.5,0,1,26.667,-4.5616e-10,-4.5616e-10,0.05625
1,0,0,0,1,0.5,0,1,26.667,-4.5859e-10,-4.5859e-10,0.05625
1.025,0,0,0,1,0.5,0,1,26.667,-4.6118e-10,-4.6118e-10,0.05625
1.05,0,0,0,1,0.5,0,1,26.667,-4.6304e-10,-4.6304e-10,0.05625
1.075,0,0,0,1,0.5,0,1,26.667,-4.6538e-10,-4.6538e-10,0.05625
1.1,0,0,0,1,0.5,0,1,26.667,-4.6864e-10,-4.6864e-10,0.05625
1.125,0,0,0,1,0.5,0,1,26.667,-4.7152e-10,-4.7152e-10,0.05625
1.15,0,0,0,1,0.5,0,1,26.667,-4.7363e-10,-4.7363e-10,0.05625
1.175,0,0,0,1,0.5,0,1,26.667,-4.7531e-10,-4.7531e-10,0.05625
1.2,0,0,0,1,0.5,0,1,26.667,-4.7709e-10,-4.7709e-10,0.05625
1.225,0,0,0,1,0.5,0,1,26.667,-4.8005e-10,-4.8005e-10,0.05625
1.25,0,0,0,1,0.5,0,1,26.667,-4.828e-10,-4.828e-10,0.05625
1.275,0,0,0,1,0.5,0,1,26.667,-4.8459e-10,-4.8459e-10,0.05625
1.3,0,0,0,1,0.5,0,1,26.667,-4.8626e-10,-4.8626e-10,0.05625
1.325,0,0,0,1,0.5,0,1,26.667,-4.8836e-10,-4.8836e-10,0.05625
1.35,0,0,0,1,0.5,0,1,26.667,-4.9024e-10,-4.9024e-10,0.05625
1.375,0,0,0,1,0.5,0,1,26.667,-4.9178e-10,-4.9178e-10,0.05625
1.4,0,0,0,1,0.5,0,1,26.667,-4.9383e-10,-4.9383e-10,0.05625
1.425,0,0,0,1,0.5,0,1,26.667,-4.968e-10,-4.968e-10,0.05625
1.45,0,0,0,1,0.5,0,1,26.667,-4.9943e-10,-4.9943e-10,0.05625
1.475,0,0,0,1,0.5,0,1,26.667,-5.0153e-10,-5.0153e-10,0.05625
1.5,0,0,0,1,0.5,0,1,26.667,-5.0345e-10,-5.0345e-10,0.05625
1.525,0,0,0,1,0.5,0,1,26.667,-5.0479e-10,-5.0479e-10,0.05625
1.55,0,0,0,1,0.5,0,1,26.667,-5.0654e-10,-5.0654e-10,0.05625
1.575,0,0,0,1,0.5,0,1,26.667,-5.0862e-10,-5.0862e-10,0.05625
1.6,0,0,0,1,0.5,0,1,26.667,-5.1061e-10,-5.1061e-10,0.05625
1.625,0,0,0,1,0.5,0,1,26.667,-5.1258e-10,-5.1258e-10,0.05625
1.65,0,0,0,1,0.5,0,1,26.667,-5.1415e-10,-5.1415e-10,0.05625
1.675,0,0,0,1,0.5,0,1,26.667,-5.1552e-10,-5.1552e-10,0.05625
1.7,0,0,0,1,0.5,0,1,26.667,-5.1743e-10,-5.1743e-10,0.05625
1.725,0,0,0,1,0.5,0,1,26.667,-5.198e-10,-5.198e-10,0.05625
1.75,0,0,0,1,0.5,0,1,26.667,-5.2214e-10,-5.2214e-10,0.05625
1.775,0,0,0,1,0.5,0,1,26.667,-5.2345e-10,-5.2345e-10,0.05625
1.8,0,0,0,1,0.5,0,1,26.667,-5.2469e-10,-5.2469e-10,0.05625
1.825,0,0,0,1,0.5,0,1,26.667,-5.2676e-10,-5.2676e-10,0.05625
1.85,0,0,0,1,0.5,0,1,26.667,-5.289e-10,-5.289e-10,0.05625
1.875,0,0,0,1,0.5,0,1,26.667,-5.3105e-10,-5.3105e-10,0.05625
1.9,0,0,0,1,0.5,0,1,26.667,-5.3355e-10,-5.3355e-10,0.05625
1.925,0,0,0,1,0.5,0,1,26.667,-5.3519e-10,-5.3519e-10,0.05625
1.95,0,0,0,1,0.5,0,1,26.667,-5.3601e-10,-5.3601e-10,0.05625
1.975,0,0,0,1,0.5,0,1,26.667,-5.379e-10,-5.379e-10,0.05625
2,0,0,0,1,0.5,0,1,26.667,-5.398e-10,-5.398e-10,0.05625
2.025,0,0,0,1,0.5,0,1,26.667,-5.4019e-10,-5.4019e-10,0.05625
2.05,0,0,0,1,0.5,0,1,26.667,-5.4032e-10,-5.4032e-10,0.05625
2.075,0,0,0,1,0.5,0,1,26.667,-5.4178e-10,-5.4178e-10,0.05625
2.1,0,0,0,1,0.5,0,1,26.667,-5.4347e-10,-5.4347e-10,0.05625
2.125,0,0,0,1,0.5,0,1,26.667,-5.4442e-10,-5.4442e-10,0.05625
2.15,0,0,0,1,0.5,0,1,26.667,-5.4481e-10,-5.4481e-10,0.05625
2.175,0,0,0,1,0.5,0,1,26.667,-5.4553e-10,-5.4553e-10,0.05625
2.2,0,0,0,1,0.5,0,1,26.667,-5.4668e-10,-5.4668e-10,0.05625
2.225,0,0,0,1,0.5,0,1,26.667,-5.4862e-10,-5.4862e-10,0.05625
2.25,0,0,0,1,0.5,0,1,26.667,-5.5106e-10,-5.5106e-10,0.05625
2.275,0,0,0,1,0.5,0,1,26.667,-5.5248e-10,-5.5248e-10,0.05625
2.3,0,0,0,1,0.5,0,1,26.667,-5.5263e-10,-5.5263e-10,0.05625
2.325,0,0,0,1,0.5,0,1,26.667,-5.535e-10,-5.535e-10,0.05625
2.35,0,0,0,1,0.5,0,1,26.667,-5.5517e-10,-5.5517e-10,0.05625
2.375,0,0,0,1,0.5,0,1,26.667,-5.5669e-10,-5.5669e-10,0.05625
2.4,0,0,0,1,0.5,0,1,26.667,-5.5812e-10,-5.5812e-10,0.05625
2.425,0,0,0,1,0.5,0,1,26.667,-5.5817e-10,-5.5817e-10,0.05625
2.45,0,0,0,1,0.5,0,1,26.667,-5.5919e-10,-5.5919e-10,0.05625
2.475,0,0,0,1,0.5,0,1,26.667,-5.6066e-10,-5.6066e-10,0.05625
2.5,0,0,0,1,0.5,0,1,26.667,-5.609e-10,-5.609e-10,0.05625
2.525,0,0,0,1,0.5,0,1,26.667,-5.613e-10,-5.613e-10,0.05625
2.55,0,0,0,1,0.5,0,1,26.667,-5.615e-10,-5.615e-10,0.05625
2.575,0,0,0,1,0.5,0,1,26.667,-5.6195e-10,-5.6195e-10,0.05625
2.6,0,0,0,1,0.5,0,1,26.667,-5.6311e-10,-5.6311e-10,0.05625
2.625,0,0,0,1,0.5,0,1,26.667,-5.6377e-10,-5.6377e-10,0.05625
2.65,0,0,0,1,0.5,0,1,26.667,-5.6453e-10,-5.6453e-10,0.05625
2.675,0,0,0,1,0.5,0,1,26.667,-5.6565e-10,-5.6565e-10,0.05625
2.7,0,0,0,1,0.5,0,1,26.667,-5.6597e-10,-5.6597e-10,0.05625
2.725,0,0,0,1,0.5,0,1,26.667,-5.6647e-10,-5.6647e-10,0.05625
2.75,0,0,0,1,0.5,0,1,26.667,-5.6776e-10,-5.6776e-10,0.05625
2.775,0,0,0,1,0.5,0,1,26.667,-5.6913e-10,-5.6913e-10,0.05625
2.8,0,0,0,1,0.5,0,1,26.667,-5.7009e-10,-5.7009e-10,0.05625
2.825,0,0,0,1,0.5,0,1,26.667,-5.7091e-10,-5.7091e-10,0.05625
2.85,0,0,0,1,0.5,0,1,26.667,-5.7207e-10,-5.7207e-10,0.05625
2.875,0,0,0,1,0.5,0,1,26.667,-5.7332e-10,-5.7332e-10,0.05625
2.9,0,0,0,1,0.5,0,1,26.667,-5.7384e-10,-5.7384e-10,0.05625
2.925,0,0,0,1,0.5,0,1,26.667,-5.7427e-10,-5.7427e-10,0.05625
2.95,0,0,0,1,0.5,0,1,26.667,-5.7549e-10,-5.7549e-10,0.05625
2.975,0,0,0,1,0.5,0,1,26.667,-5.7615e-10,-5.7615e-10,0.05625
3,0,0,0,1,0.5,0,1,26.667,-5.7594e-10,-5.7594e-10,0.05625
3.025,0,0,0,1,0.5,0,1,26.667,-5.7524e-10,-5.7524e-10,0.05625
3.05,0,0,0,1,0.5,0,1,26.667,-5.7441e-10,-5.7441e-10,0.05625
3.075,0,0,0,1,0.5,0,1,26.667,-5.7468e-10,-5.7468e-10,0.05625
3.1,0,0,0,1,0.5,0,1,26.667,-5.7468e-10,-5.7468e-10,0.05625
3.125,0,0,0,1,0.5,0,1,26.667,-5.7407e-10,-5.7407e-10,0.05625
3.15,0,0,0,1,0.5,0,1,26.667,-5.7372e-10,-5.7372e-10,0.05625
3.175,0,0,0,1,0.5,0,1,26.667,-5.7313e-10,-5.7313e-10,0.05625
3.2,0,0,0,1,0.5,0,1,26.667,-5.7173e-10,-5.7173e-10,0.05625
3.225,0,0,0,1,0.5,0,1,26.667,-5.7074e-10,-5.7074e-10,0.05625
3.25,0,0,0,1,0.5,0,1,26.667,-5.7125e-10,-5.7125e-10,0.05625
3.275,0,0,0,1,0.5,0,1,26.667,-5.717e-10,-5.717e-10,0.05625
3.3,0,0,0,1,0.5,0,1,26.667,-5.7089e-10,-5.7089e-10,0.05625
3.325,0,0,0,1,0.5,0,1,26.667,-5.7024e-10,-5.7024e-10,0.05625
3.35,0,0,0,1,0.5,0,1,26.667,-5.7128e-10,-5.7128e-10,0.05625
3.375,0,0,0,1,0.5,0,1,26.667,-5.7186e-10,-5.7186e-10,0.05625
3.4,0,0,0,1,0.5,0,1,26.667,-5.7101e-10,-5.7101e-10,0.05625
3.425,0,0,0,1,0.5,0,1,26.667,-5.7013e-10,-5.7013e-10,0.05625
3.45,0,0,0,1,0.5,0,1,26.667,-5.7044e-10,-5.7044e-10,0.05625
3.475,0,0,0,1,0.5,0,1,26.667,-5.7154e-10,-5.7154e-10,0.05625
3.5,0,0,0,1,0.5,0,1,26.667,-5.7263e-10,-5.7263e-10,0.05625
3.525,0,0,0,1,0.5,0,1,26.667,-5.7283e-10,-5.7283e-10,0.05625
3.55,0,0,0,1,0.5,0,1,26.667,-5.7239e-10,-5.7239e-10,0.05625
3.575,0,0,0,1,0.5,0,1,26.667,-5.7146e-10,-5.7146e-10,0.05625
3.6,0,0,0,1,0.5,0,1,26.667,-5.7028e-10,-5.7028e-10,0.05625
3.625,0,0,0,1,0.5,0,1,26.667,-5.701e-10,-5.701e-10,0.05625
3.65,0,0,0,1,0.5,0,1,26.667,-5.7009e-10,-5.7009e-10,0.05625
3.675,0,0,0,1,0.5,0,1,26.667,-5.7019e-10,-5.7019e-10,0.05625
3.7,0,0,0,1,0.5,0,1,26.667,-5.7112e-10,-5.7112e-10,0.05625
3.725,0,0,0,1,0.5,0,1,26.667,-5.7192e-10,-5.7192e-10,0.05625
3.75,0,0,0,1,0.5,0,1,26.667,-5.7288e-10,-5.7288e-10,0.05625
3.775,0,0,0,1,0.5,0,1,26.667,-5.7313e-10,-5.7313e-10,0.05625
3.8,0,0,0,1,0.5,0,1,26.667,-5.7223e-10,-5.7223e-10,0.05625
3.825,0,0,0,1,0.5,0,1,26.667,-5.7258e-10,-5.7258e-10,0.05625
3.85,0,0,0,1,0.5,0,1,26.667,-5.7304e-10,-5.7304e-10,0.05625
3.875,0,0,0,1,0.5,0,1,26.667,-5.7128e-10,-5.7128e-10,0.05625
3.9,0,0,0,1,0.5,0,1,26.667,-5.7014e-10,-5.7014e-10,0.05625
3.925,0,0,0,1,0.5,0,1,26.667,-5.7088e-10,-5.7088e-10,0.05625
3.95,0,0,0,1,0.5,0,1,26.667,-5.7063e-10,-5.7063e-10,0.05625
3.975,0,0,0,1,0.5,0,1,26.667,-5.7039e-10,-5.7039e-10,0.05625
4,0,0,0,1,0.5,0,1,26.667,-5.7097e-10,-5.7097e-10,0.05625
4.025,0,0,0,1,0.5,0,1,26.667,-5.7096e-10,-5.7096e-10,0.05625
4.05,0,0,0,1,0.5,0,1,26.667,-5.7033e-10,-5.7033e-10,0.05625
4.075,0,0,0,1,0.5,0,1,26.667,-5.6969e-10,-5.6969e-10,0.05625
4.1,0,0,0,1,0.5,0,1,26.667,-5.6955e-10,-5.6955e-10,0.05625
4.125,0,0,0,1,0.5,0,1,26.667,-5.6888e-10,-5.6888e-10,0.05625
4.15,0,0,0,1,0.5,0,1,26.667,-5.6712e-10,-5.6712e-10,0.05625
4.175,0,0,0,1,0.5,0,1,26.667,-5.6577e-10,-5.6577e-10,0.05625
4.2,0,0,0,1,0.5,0,1,26.667,-5.6548e-10,-5.6548e-10,0.05625
4.225,0,0,0,1,0.5,0,1,26.667,-5.6465e-10,-5.6465e-10,0.05625
4.25,0,0,0,1,0.5,0,1,26.667,-5.635e-10,-5.635e-10,0.05625
4.275,0,0,0,1,0.5,0,1,26.667,-5.6319e-10,-5.6319e-10,0.05625
4.3,0,0,0,1,0.5,0,1,26.667,-5.6375e-10,-5.6375e-10,0.05625
4.325,0,0,0,1,0.5,0,1,26.667,-5.6464e-10,-5.6464e-10,0.05625
4.35,0,0,0,1,0.5,0,1,26.667,-5.6476e-10,-5.6476e-10,0.05625
4.375,0,0,0,1,0.5,0,1,26.667,-5.6461e-10,-5.6461e-10,0.05625
4.4,0,0,0,1,0.5,0,1,26.667,-5.6458e-10,-5.6458e-10,0.05625
4.425,0,0,0,1,0.5,0,1,26.667,-5.6438e-10,-5.6438e-10,0.05625
4.45,0,0,0,1,0.5,0,1,26.667,-5.6411e-10,-5.6411e-10,0.05625
4.475,0,0,0,1,0.5,0,1,26.667,-5.6431e-10,-5.6431e-10,0.05625
4.5,0,0,0,1,0.5,0,1,26.667,-5.6515e-10,-5.6515e-10,0.05625
4.525,0,0,0,1,0.5,0,1,26.667,-5.6468e-10,-5.6468e-10,0.05625
4.55,0,0,0,1,0.5,0,1,26.667,-5.6309e-10,-5.6309e-10,0.05625
4.575,0,0,0,1,0.5,0,1,26.667,-5.6204e-10,-5.6204e-10,0.05625
4.6,0,0,0,1,0.5,0,1,26.667,-5.6131e-10,-5.6131e-10,0.05625
4.625,0,0,0,1,0.5,0,1,26.667,-5.6194e-10,-5.6194e-10,0.05625
4.65,0,0,0,1,0.5,0,1,26.667,-5.6319e-10,-5.6319e-10,0.05625
4.675,0,0,0,1,0.5,0,1,26.667,-5.6277e-10,-5.6277e-10,0.05625
4.7,0,0,0,1,0.5,0,1,26.667,-5.6168e-10,-5.6168e-10,0.05625
4.725,0,0,0,1,0.5,0,1,26.667,-5.6023e-10,-5.6023e-10,0.05625
4.75,0,0,0,1,0.5,0,1,26.667,-5.5859e-10,-5.5859e-10,0.05625
4.775,0,0,0,1,0.5,0,1,26.667,-5.5765e-10,-5.5765e-10,0.05625
4.8,0,0,0,1,0.5,0,1,26.667,-5.5693e-10,-5.5693e-10,0.05625
4.825,0,0,0,1,0.5,0,1,26.667,-5.5671e-10,-5.5671e-10,0.05625
4.85,0,0,0,1,0.5,0,1,26.667,-5.5691e-10,-5.5691e-10,0.05625
4.875,0,0,0,1,0.5,0,1,26.667,-5.5662e-10,-5.5662e-10,0.05625
4.9,0,0,0,1,0.5,0,1,26.667,-5.56e-10,-5.56e-10,0.05625
4.925,0,0,0,1,0.5,0,1,26.667,-5.5567e-10,-5.5567e-10,0.05625
4.95,0,0,0,1,0.5,0,1,26.667,-5.5542e-10,-5.5542e-10,0.05625
4.975,0,0,0,1,0.5,0,1,26.667,-5.5544e-10,-5.5544e-10,0.05625
5,0,0,0,1,0.5,0,1,26.667,-5.5563e-10,-5.5563e-10,0.05625
0,0.025,0,0,1,0.5,0,1,26.667,-3.7442e-11,-3.7442e-11,0.05625
0.025,0.025,0,0,1,0.5,0,1,26.667,-6.3667e-11,-6.3667e-11,0.05625
0.05,0.025,0,0,1,0.5,0,1,26.667,-1.1078e-10,-1.1078e-10,0.05625
0.075,0.025,0,0,1,0.5,0,1,26.667,-1.4804e-10,-1.4804e-10,0.05625
0.1,0.025,0,0,1,0.5,0,1,26.667,-1.7786e-10,-1.7786e-10,0.05625
0.125,0.025,0,0,1,0.5,0,1,26.667,-2.0244e-10,-2.0244e-10,0.05625
0.15,0.025,0,0,1,0.5,0,1,26.667,-2.2376e-10,-2.2376e-10,0.05625
0.175,0.025,0,0,1,0.5,0,1,26.667,-2.427e-10,-2.427e-10,0.05625
0.2,0.025,0,0,1,0.5,0,1,26.667,-2.5879e-10,-2.5879e-10,0.05625
0.225,0.025,0,0,1,0.5,0,1,26.667,-2.7274e-10,-2.7274e-10,0.05625
0.25,0.025,0,0,1,0.5,0,1,26.667,-2.858e-10,-2.858e-10,0.05625
0.275,0.025,0,0,1,0.5,0,1,26.667,-2.9756e-10,-2.9756e-10,0.05625
0.3,0.025,0,0,1,0.5,0,1,26.667,-3.0777e-10,-3.0777e-10,0.05625
0.325,0.025,0,0,1,0.5,0,1,26.667,-3.1736e-10,-3.1736e-10,0.05625
0.35,0.025,0,0,1,0.5,0,1,26.667,-3.2628e-10,-3.2628e-10,0.05625
0.375,0.025,0,0,1,0.5,0,1,26.667,-3.3546e-10,-3.3546e-10,0.05625
0.4,0.025,0,0,1,0.5,0,1,26.667,-3.4485e-10,-3.4485e-10,0.05625
0.425,0.025,0,0,1,0.5,0,1,26.667,-3.5318e-10,-3.5318e-10,0.05625
0.45,0.025,0,0,1,0.5,0,1,26.667,-3.6106e-10,-3.6106e-10,0.05625
0.475,0.025,0,0,1,0.5,0,1,26.667,-3.6902e-10,-3.6902e-10,0.05625
0.5,0.025,0,0,1,0.5,0,1,26.667,-3.7582e-10,-3.7582e-10,0.05625
0.525,0.025,0,0,1,0.5,0,1,26.667,-3.8172e-10,-3.8172e-10,0.05625
0.55,0.025,0,0,1,0.5,0,1,26.667,-3.8758e-10,-3.8758e-10,0.05625
0.575,0.025,0,0,1,0.5,0,1,26.667,-3.9303e-10,-3.9303e-10,0.05625
0.6,0.025,0,0,1,0.5,0,1,26.667,-3.9793e-10,-3.9793e-10,0.05625
0.625,0.025,0,0,1,0.5,0,1,26.667,-4.0283e-10,-4.0283e-10,0.05625
0.65,0.025,0,0,1,0.5,0,1,26.667,-4.0795e-10,-4.0795e-10,0.05625
0.675,0.025,0,0,1,0.5,0,1,26.667,-4.1293e-10,-4.1293e-10,0.05625
0.7,0.025,0,0,1,0.5,0,1,26.667,-4.1751e-10,-4.1751e-10,0.05625
0.725,0.025,0,0,1,0.5,0,1,26.667,-4.2213e-10,-4.2213e-10,0.05625
0.75,0.025,0,0,1,0.5,0,1,26.667,-4.2725e-10,-4.2725e-10,0.05625
0.775,0.025,0,0,1,0.5,0,1,26.667,-4.3189e-10,-4.3189e-10,0.05625
0.8,0.025,0,0,1,0.5,0,1,26.667,-4.3593e-10,-4.3593e-10,0.05625
0.825,0.025,0,0,1,0.5,0,1,26.667,-4.3988e-10,-4.3988e-10,0.05625
0.85,0.025,0,0,1,0.5,0,1,26.667,-4.4394e-10,-4.4394e-10,0.05625
0.875,0.025,0,0,1,0.5,0,1,26.667,-4.4768e-10,-4.4768e-10,0.05625
0.9,0.025,0,0,1,0.5,0,1,26.667,-4.5036e-10,-4.5036e-10,0.05625
0.925,0.025,0,0,1,0.5,0,1,26.667,-4.5186e-10,-4.5186e-10,0.05625
0.95,0.025,0,0,1,0.5,0,1,26.667,-4.5353e-10,-4.5353e-10,0.05625
0.975,0.025,0,0,1,0.5,0,1,26.667,-4.5595e-10,-4.5595e-10,0.05625
1,0.025,0,0,1,0.5,0,1,26.667,-4.585e-10,-4.585e-10,0.05625
1.025,0.025,0,0,1,0.5,0,1,26.667,-4.6115e-10,-4.6115e-10,0.05625
1.05,0.025,0,0,1,0.5,0,1,26.667,-4.6338e-10,-4.6338e-10,0.05625
1.075,0.025,0,0,1,0.5,0,1,26.667,-4.6571e-10,-4.6571e-10,0.05625
1.1,0.025,0,0,1,0.5,0,1,26.667,-4.6863e-10,-4.6863e-10,0.05625
1.125,0.025,0,0,1,0.5,0,1,26.667,-4.7132e-10,-4.7132e-10,0.05625
1.15,0.025,0,0,1,0.5,0,1,26.667,-4.7365e-10,-4.7365e-10,0.05625
1.175,0.025,0,0,1,0.5,0,1,26.667,-4.7545e-10,-4.7545e-10,0.05625
1.2,0.025,0,0,1,0.5,0,1,26.667,-4.7708e-10,-4.7708e-10,0.05625
1.225,0.025,0,0,1,0.5,0,1,26.667,-4.7996e-10,-4.7996e-10,0.05625
1.25,0.025,0,0,1,0.5,0,1,26.667,-4.8289e-10,-4.8289e-10,0.05625
1.275,0.025,0,0,1,0.5,0,1,26.667,-4.8484e-10,-4.8484e-10,0.05625
1.3,0.025,0,0,1,0.5,0,1,26.667,-4.8682e-10,-4.8682e-10,0.05625
1.325,0.025,0,0,1,0.5,0,1,26.667,-4.8866e-10,-4.8866e-10,0.05625
1.35,0.025,0,0,1,0.5,0,1,26.667,-4.9021e-10,-4.9021e-10,0.05625
1.375,0.025,0,0,1,0.5,0,1,26.667,-4.9192e-10,-4.9192e-10,0.05625
1.4,0.025,0,0,1,0.5,0,1,26.667,-4.9395e-10,-4.9395e-10,0.05625
1.425,0.025,0,0,1,0.5,0,1,26.667,-4.9678e-10,-4.9678e-10,0.05625
1.45,0.025,0,0,1,0.5,0,1,26.667,-4.9949e-10,-4.9949e-10,0.05625
1.475,0.025,0,0,1,0.5,0,1,26.667,-5.0181e-10,-5.0181e-10,0.05625
1.5,0.025,0,0,1,0.5,0,1,26.667,-5.0375e-10,-5.0375e-10,0.05625
1.525,0.025,0,0,1,0.5,0,1,26.667,-5.0497e-10,-5.0497e-10,0.05625
1.55,0.025,0,0,1,0.5,0,1,26.667,-5.0638e-10,-5.0638e-10,0.05625
1.575,0.025,0,0,1,0.5,0,1,26.667,-5.0847e-10,-5.0847e-10,0.05625
1.6,0.025,0,0,1,0.5,0,1,26.667,-5.1061e-10,-5.1061e-10,0.05625
1.625,0.025,0,0,1,0.5,0,1,26.667,-5.1259e-10,-5.1259e-10,0.05625
1.65,0.025,0,0,1,0.5,0,1,26.667,-5.1425e-10,-5.1425e-10,0.05625
1.675,0.025,0,0,1,0.5,0,1,26.667,-5.1564e-10,-5.1564e-10,0.05625
1.7,0.025,0,0,1,0.5,0,1,26.667,-5.176e-10,-5.176e-10,0.05625
1.725,0.025,0,0,1,0.5,0,1,26.667,-5.1981e-10,-5.1981e-10,0.05625
1.75,0.025,0,0,1,0.5,0,1,26.667,-5.2207e-10,-5.2207e-10,0.05625
1.775,0.025,0,0,1,0.5,0,1,26.667,-5.2368e-10,-5.2368e-10,0.05625
1.8,0.025,0,0,1,0.5,0,1,26.667,-5.2505e-10,-5.2505e-10,0.05625
1.825,0.025,0,0,1,0.5,0,1,26.667,-5.2692e-10,-5.2692e-10,0.05625
1.85,0.025,0,0,1,0.5,0,1,26.667,-5.2928e-10,-5.2928e-10,0.05625
1.875,0.025,0,0,1,0.5,0,1,26.667,-5.3146e-10,-5.3146e-10,0.05625
1.9,0.025,0,0,1,0.5,0,1,26.667,-5.336e-10,-5.336e-10,0.05625
1.925,0.025,0,0,1,0.5,0,1,26.667,-5.3541e-10,-5.3541e-10,0.05625
1.95,0.025,0,0,1,0.5,0,1,26.667,-5.3645e-10,-5.3645e-10,0.05625
1.975,0.025,0,0,1,0.5,0,1,26.667,-5.3809e-10,-5.3809e-10,0.05625
2,0.025,0,0,1,0.5,0,1,26.667,-5.3977e-10,-5.3977e-10,0.05625
2.025,0.025,0,0,1,0.5,0,1,26.667,-5.4032e-10,-5.4032e-10,0.05625
2.05,0.025,0,0,1,0.5,0,1,26.667,-5.4062e-10,-5.4062e-10,0.05625
2.075,0.025,0,0,1,0.5,0,1,26.667,-5.4148e-10,-5.4148e-10,0.05625
2.1,0.025,0,0,1,0.5,0,1,26.667,-5.4285e-10,-5.4285e-10,0.05625
2.125,0.025,0,0,1,0.5,0,1,26.667,-5.4393e-10,-5.4393e-10,0.05625
2.15,0.025,0,0,1,0.5,0,1,26.667,-5.4463e-10,-5.4463e-10,0.05625
2.175,0.025,0,0,1,0.5,0,1,26.667,-5.461e-10,-5.461e-10,0.05625
2.2,0.025,0,0,1,0.5,0,1,26.667,-5.4727e-10,-5.4727e-10,0.05625
2.225,0.025,0,0,1,0.5,0,1,26.667,-5.4855e-10,-5.4855e-10,0.05625
2.25,0.025,0,0,1,0.5,0,1,26.667,-5.5041e-10,-5.5041e-10,0.05625
2.275,0.025,0,0,1,0.5,0,1,26.667,-5.5175e-10,-5.5175e-10,0.05625
2.3,0.025,0,0,1,0.5,0,1,26.667,-5.5246e-10,-5.5246e-10,0.05625
