"Points:0","Points:1","Points:2","RDF","U:0","U:1","U:2","alpha.water","delta","p","p_rgh","psi"
1.375,0.1,0.1,0,1,0.5,0,1,26.667,-4.935e-10,-4.935e-10,0.05625
1.4,0.1,0.1,0,1,0.5,0,1,26.667,-4.9547e-10,-4.9547e-10,0.05625
1.425,0.1,0.1,0,1,0.5,0,1,26.667,-4.977e-10,-4.977e-10,0.05625
1.45,0.1,0.1,0,1,0.5,0,1,26.667,-4.9985e-10,-4.9985e-10,0.05625
1.475,0.1,0.1,0,1,0.5,0,1,26.667,-5.0159e-10,-5.0159e-10,0.05625
1.5,0.1,0.1,0,1,0.5,0,1,26.667,-5.0354e-10,-5.0354e-10,0.05625
1.525,0.1,0.1,0,1,0.5,0,1,26.667,-5.0521e-10,-5.0521e-10,0.05625
1.55,0.1,0.1,0,1,0.5,0,1,26.667,-5.0677e-10,-5.0677e-10,0.05625
1.575,0.1,0.1,0,1,0.5,0,1,26.667,-5.0886e-10,-5.0886e-10,0.05625
1.6,0.1,0.1,0,1,0.5,0,1,26.667,-5.1056e-10,-5.1056e-10,0.05625
1.625,0.1,0.1,0,1,0.5,0,1,26.667,-5.1207e-10,-5.1207e-10,0.05625
1.65,0.1,0.1,0,1,0.5,0,1,26.667,-5.1412e-10,-5.1412e-10,0.05625
1.675,0.1,0.1,0,1,0.5,0,1,26.667,-5.1625e-10,-5.1625e-10,0.05625
1.7,0.1,0.1,0,1,0.5,0,1,26.667,-5.1809e-10,-5.1809e-10,0.05625
1.725,0.1,0.1,0,1,0.5,0,1,26.667,-5.1986e-10,-5.1986e-10,0.05625
1.75,0.1,0.1,0,1,0.5,0,1,26.667,-5.2151e-10,-5.2151e-10,0.05625
1.775,0.1,0.1,0,1,0.5,0,1,26.667,-5.2297e-10,-5.2297e-10,0.05625
1.8,0.1,0.1,0,1,0.5,0,1,26.667,-5.2484e-10,-5.2484e-10,0.05625
1.825,0.1,0.1,0,1,0.5,0,1,26.667,-5.2697e-10,-5.2697e-10,0.05625
1.85,0.1,0.1,0,1,0.5,0,1,26.667,-5.2887e-10,-5.2887e-10,0.05625
1.875,0.1,0.1,0,1,0.5,0,1,26.667,-5.3054e-10,-5.3054e-10,0.05625
1.9,0.1,0.1,0,1,0.5,0,1,26.667,-5.3186e-10,-5.3186e-10,0.05625
1.925,0.1,0.1,0,1,0.5,0,1,26.667,-5.3393e-10,-5.3393e-10,0.05625
1.95,0.1,0.1,0,1,0.5,0,1,26.667,-5.3605e-10,-5.3605e-10,0.05625
1.975,0.1,0.1,0,1,0.5,0,1,26.667,-5.3786e-10,-5.3786e-10,0.05625
2,0.1,0.1,0,1,0.5,0,1,26.667,-5.3936e-10,-5.3936e-10,0.05625
2.025,0.1,0.1,0,1,0.5,0,1,26.667,-5.4029e-10,-5.4029e-10,0.05625
2.05,0.1,0.1,0,1,0.5,0,1,26.667,-5.41e-10,-5.41e-10,0.05625
2.075,0.1,0.1,0,1,0.5,0,1,26.667,-5.4138e-10,-5.4138e-10,0.05625
2.1,0.1,0.1,0,1,0.5,0,1,26.667,-5.4257e-10,-5.4257e-10,0.05625
2.125,0.1,0.1,0,1,0.5,0,1,26.667,-5.4432e-10,-5.4432e-10,0.05625
2.15,0.1,0.1,0,1,0.5,0,1,26.667,-5.4551e-10,-5.4551e-10,0.05625
2.175,0.1,0.1,0,1,0.5,0,1,26.667,-5.4632e-10,-5.4632e-10,0.05625
2.2,0.1,0.1,0,1,0.5,0,1,26.667,-5.4707e-10,-5.4707e-10,0.05625
2.225,0.1,0.1,0,1,0.5,0,1,26.667,-5.4859e-10,-5.4859e-10,0.05625
2.25,0.1,0.1,0,1,0.5,0,1,26.667,-5.5059e-10,-5.5059e-10,0.05625
2.275,0.1,0.1,0,1,0.5,0,1,26.667,-5.5194e-10,-5.5194e-10,0.05625
2.3,0.1,0.1,0,1,0.5,0,1,26.667,-5.5295e-10,-5.5295e-10,0.05625
2.325,0.1,0.1,0,1,0.5,0,1,26.667,-5.5368e-10,-5.5368e-10,0.05625
2.35,0.1,0.1,0,1,0.5,0,1,26.667,-5.5486e-10,-5.5486e-10,0.05625
2.375,0.1,0.1,0,1,0.5,0,1,26.667,-5.5627e-10,-5.5627e-10,0.05625
2.4,0.1,0.1,0,1,0.5,0,1,26.667,-5.5751e-10,-5.5751e-10,0.05625
2.425,0.1,0.1,0,1,0.5,0,1,26.667,-5.5866e-10,-5.5866e-10,0.05625
2.45,0.1,0.1,0,1,0.5,0,1,26.667,-5.5916e-10,-5.5916e-10,0.05625
2.475,0.1,0.1,0,1,0.5,0,1,26.667,-5.5995e-10,-5.5995e-10,0.05625
2.5,0.1,0.1,0,1,0.5,0,1,26.667,-5.6144e-10,-5.6144e-10,0.05625
2.525,0.1,0.1,0,1,0.5,0,1,26.667,-5.6206e-10,-5.6206e-10,0.05625
2.55,0.1,0.1,0,1,0.5,0,1,26.667,-5.6178e-10,-5.6178e-10,0.05625
2.575,0.1,0.1,0,1,0.5,0,1,26.667,-5.6182e-10,-5.6182e-10,0.05625
2.6,0.1,0.1,0,1,0.5,0,1,26.667,-5.6249e-10,-5.6249e-10,0.05625
2.625,0.1,0.1,0,1,0.5,0,1,26.667,-5.6384e-10,-5.6384e-10,0.05625
2.65,0.1,0.1,0,1,0.5,0,1,26.667,-5.6526e-10,-5.6526e-10,0.05625
2.675,0.1,0.1,0,1,0.5,0,1,26.667,-5.6597e-10,-5.6597e-10,0.05625
2.7,0.1,0.1,0,1,0.5,0,1,26.667,-5.6596e-10,-5.6596e-10,0.05625
2.725,0.1,0.1,0,1,0.5,0,1,26.667,-5.6613e-10,-5.6613e-10,0.05625
2.75,0.1,0.1,0,1,0.5,0,1,26.667,-5.6661e-10,-5.6661e-10,0.05625
2.775,0.1,0.1,0,1,0.5,0,1,26.667,-5.6694e-10,-5.6694e-10,0.05625
2.8,0.1,0.1,0,1,0.5,0,1,26.667,-5.6747e-10,-5.6747e-10,0.05625
2.825,0.1,0.1,0,1,0.5,0,1,26.667,-5.6887e-10,-5.6887e-10,0.05625
2.85,0.1,0.1,0,1,0.5,0,1,26.667,-5.7047e-10,-5.7047e-10,0.05625
2.875,0.1,0.1,0,1,0.5,0,1,26.667,-5.7176e-10,-5.7176e-10,0.05625
2.9,0.1,0.1,0,1,0.5,0,1,26.667,-5.7241e-10,-5.7241e-10,0.05625
2.925,0.1,0.1,0,1,0.5,0,1,26.667,-5.7289e-10,-5.7289e-10,0.05625
2.95,0.1,0.1,0,1,0.5,0,1,26.667,-5.7412e-10,-5.7412e-10,0.05625
2.975,0.1,0.1,0,1,0.5,0,1,26.667,-5.7513e-10,-5.7513e-10,0.05625
3,0.1,0.1,0,1,0.5,0,1,26.667,-5.7522e-10,-5.7522e-10,0.05625
3.025,0.1,0.1,0,1,0.5,0,1,26.667,-5.7497e-10,-5.7497e-10,0.05625
3.05,0.1,0.1,0,1,0.5,0,1,26.667,-5.7441e-10,-5.7441e-10,0.05625
3.075,0.1,0.1,0,1,0.5,0,1,26.667,-5.7397e-10,-5.7397e-10,0.05625
3.1,0.1,0.1,0,1,0.5,0,1,26.667,-5.7376e-10,-5.7376e-10,0.05625
3.125,0.1,0.1,0,1,0.5,0,1,26.667,-5.7391e-10,-5.7391e-10,0.05625
3.15,0.1,0.1,0,1,0.5,0,1,26.667,-5.746e-10,-5.746e-10,0.05625
3.175,0.1,0.1,0,1,0.5,0,1,26.667,-5.7463e-10,-5.7463e-10,0.05625
3.2,0.1,0.1,0,1,0.5,0,1,26.667,-5.7369e-10,-5.7369e-10,0.05625
3.225,0.1,0.1,0,1,0.5,0,1,26.667,-5.7222e-10,-5.7222e-10,0.05625
3.25,0.1,0.1,0,1,0.5,0,1,26.667,-5.7124e-10,-5.7124e-10,0.05625
3.275,0.1,0.1,0,1,0.5,0,1,26.667,-5.7096e-10,-5.7096e-10,0.05625
3.3,0.1,0.1,0,1,0.5,0,1,26.667,-5.7063e-10,-5.7063e-10,0.05625
3.325,0.1,0.1,0,1,0.5,0,1,26.667,-5.7023e-10,-5.7023e-10,0.05625
3.35,0.1,0.1,0,1,0.5,0,1,26.667,-5.697e-10,-5.697e-10,0.05625
3.375,0.1,0.1,0,1,0.5,0,1,26.667,-5.6961e-10,-5.6961e-10,0.05625
3.4,0.1,0.1,0,1,0.5,0,1,26.667,-5.7021e-10,-5.7021e-10,0.05625
3.425,0.1,0.1,0,1,0.5,0,1,26.667,-5.6984e-10,-5.6984e-10,0.05625
3.45,0.1,0.1,0,1,0.5,0,1,26.667,-5.6944e-10,-5.6944e-10,0.05625
3.475,0.1,0.1,0,1,0.5,0,1,26.667,-5.6994e-10,-5.6994e-10,0.05625
3.5,0.1,0.1,0,1,0.5,0,1,26.667,-5.7058e-10,-5.7058e-10,0.05625
3.525,0.1,0.1,0,1,0.5,0,1,26.667,-5.7075e-10,-5.7075e-10,0.05625
3.55,0.1,0.1,0,1,0.5,0,1,26.667,-5.6999e-10,-5.6999e-10,0.05625
3.575,0.1,0.1,0,1,0.5,0,1,26.667,-5.6903e-10,-5.6903e-10,0.05625
3.6,0.1,0.1,0,1,0.5,0,1,26.667,-5.6908e-10,-5.6908e-10,0.05625
3.625,0.1,0.1,0,1,0.5,0,1,26.667,-5.6988e-10,-5.6988e-10,0.05625
3.65,0.1,0.1,0,1,0.5,0,1,26.667,-5.7045e-10,-5.7045e-10,0.05625
3.675,0.1,0.1,0,1,0.5,0,1,26.667,-5.7097e-10,-5.7097e-10,0.05625
3.7,0.1,0.1,0,1,0.5,0,1,26.667,-5.7142e-10,-5.7142e-10,0.05625
3.725,0.1,0.1,0,1,0.5,0,1,26.667,-5.7154e-10,-5.7154e-10,0.05625
3.75,0.1,0.1,0,1,0.5,0,1,26.667,-5.7071e-10,-5.7071e-10,0.05625
3.775,0.1,0.1,0,1,0.5,0,1,26.667,-5.7068e-10,-5.7068e-10,0.05625
3.8,0.1,0.1,0,1,0.5,0,1,26.667,-5.7224e-10,-5.7224e-10,0.05625
3.825,0.1,0.1,0,1,0.5,0,1,26.667,-5.7222e-10,-5.7222e-10,0.05625
3.85,0.1,0.1,0,1,0.5,0,1,26.667,-5.7062e-10,-5.7062e-10,0.05625
3.875,0.1,0.1,0,1,0.5,0,1,26.667,-5.6961e-10,-5.6961e-10,0.05625
3.9,0.1,0.1,0,1,0.5,0,1,26.667,-5.692e-10,-5.692e-10,0.05625
3.925,0.1,0.1,0,1,0.5,0,1,26.667,-5.689e-10,-5.689e-10,0.05625
3.95,0.1,0.1,0,1,0.5,0,1,26.667,-5.6879e-10,-5.6879e-10,0.05625
3.975,0.1,0.1,0,1,0.5,0,1,26.667,-5.6906e-10,-5.6906e-10,0.05625
4,0.1,0.1,0,1,0.5,0,1,26.667,-5.6904e-10,-5.6904e-10,0.05625
4.025,0.1,0.1,0,1,0.5,0,1,26.667,-5.688e-10,-5.688e-10,0.05625
4.05,0.1,0.1,0,1,0.5,0,1,26.667,-5.6805e-10,-5.6805e-10,0.05625
4.075,0.1,0.1,0,1,0.5,0,1,26.667,-5.6732e-10,-5.6732e-10,0.05625
4.1,0.1,0.1,0,1,0.5,0,1,26.667,-5.6705e-10,-5.6705e-10,0.05625
4.125,0.1,0.1,0,1,0.5,0,1,26.667,-5.6619e-10,-5.6619e-10,0.05625
4.15,0.1,0.1,0,1,0.5,0,1,26.667,-5.6482e-10,-5.6482e-10,0.05625
4.175,0.1,0.1,0,1,0.5,0,1,26.667,-5.6391e-10,-5.6391e-10,0.05625
4.2,0.1,0.1,0,1,0.5,0,1,26.667,-5.6336e-10,-5.6336e-10,0.05625
4.225,0.1,0.1,0,1,0.5,0,1,26.667,-5.6258e-10,-5.6258e-10,0.05625
4.25,0.1,0.1,0,1,0.5,0,1,26.667,-5.6234e-10,-5.6234e-10,0.05625
4.275,0.1,0.1,0,1,0.5,0,1,26.667,-5.6315e-10,-5.6315e-10,0.05625
4.3,0.1,0.1,0,1,0.5,0,1,26.667,-5.6403e-10,-5.6403e-10,0.05625
4.325,0.1,0.1,0,1,0.5,0,1,26.667,-5.6351e-10,-5.6351e-10,0.05625
4.35,0.1,0.1,0,1,0.5,0,1,26.667,-5.6311e-10,-5.6311e-10,0.05625
4.375,0.1,0.1,0,1,0.5,0,1,26.667,-5.6339e-10,-5.6339e-10,0.05625
4.4,0.1,0.1,0,1,0.5,0,1,26.667,-5.63e-10,-5.63e-10,0.05625
4.425,0.1,0.1,0,1,0.5,0,1,26.667,-5.6261e-10,-5.6261e-10,0.05625
4.45,0.1,0.1,0,1,0.5,0,1,26.667,-5.6277e-10,-5.6277e-10,0.05625
4.475,0.1,0.1,0,1,0.5,0,1,26.667,-5.6255e-10,-5.6255e-10,0.05625
4.5,0.1,0.1,0,1,0.5,0,1,26.667,-5.6183e-10,-5.6183e-10,0.05625
4.525,0.1,0.1,0,1,0.5,0,1,26.667,-5.6133e-10,-5.6133e-10,0.05625
4.55,0.1,0.1,0,1,0.5,0,1,26.667,-5.6137e-10,-5.6137e-10,0.05625
4.575,0.1,0.1,0,1,0.5,0,1,26.667,-5.6159e-10,-5.6159e-10,0.05625
4.6,0.1,0.1,0,1,0.5,0,1,26.667,-5.6153e-10,-5.6153e-10,0.05625
4.625,0.1,0.1,0,1,0.5,0,1,26.667,-5.6126e-10,-5.6126e-10,0.05625
4.65,0.1,0.1,0,1,0.5,0,1,26.667,-5.6024e-10,-5.6024e-10,0.05625
4.675,0.1,0.1,0,1,0.5,0,1,26.667,-5.5903e-10,-5.5903e-10,0.05625
4.7,0.1,0.1,0,1,0.5,0,1,26.667,-5.5866e-10,-5.5866e-10,0.05625
4.725,0.1,0.1,0,1,0.5,0,1,26.667,-5.5852e-10,-5.5852e-10,0.05625
4.75,0.1,0.1,0,1,0.5,0,1,26.667,-5.5763e-10,-5.5763e-10,0.05625
4.775,0.1,0.1,0,1,0.5,0,1,26.667,-5.5658e-10,-5.5658e-10,0.05625
4.8,0.1,0.1,0,1,0.5,0,1,26.667,-5.5634e-10,-5.5634e-10,0.05625
4.825,0.1,0.1,0,1,0.5,0,1,26.667,-5.5613e-10,-5.5613e-10,0.05625
4.85,0.1,0.1,0,1,0.5,0,1,26.667,-5.5516e-10,-5.5516e-10,0.05625
4.875,0.1,0.1,0,1,0.5,0,1,26.667,-5.542e-10,-5.542e-10,0.05625
4.9,0.1,0.1,0,1,0.5,0,1,26.667,-5.5391e-10,-5.5391e-10,0.05625
4.925,0.1,0.1,0,1,0.5,0,1,26.667,-5.5384e-10,-5.5384e-10,0.05625
4.95,0.1,0.1,0,1,0.5,0,1,26.667,-5.5291e-10,-5.5291e-10,0.05625
4.975,0.1,0.1,0,1,0.5,0,1,26.667,-5.5124e-10,-5.5124e-10,0.05625
5,0.1,0.1,0,1,0.5,0,1,26.667,-5.5042e-10,-5.5042e-10,0.05625
0,0.125,0.1,0,1,0.5,0,1,26.667,-1.9992e-10,-1.9992e-10,0.05625
0.025,0.125,0.1,0,1,0.5,0,1,26.667,-2.0233e-10,-2.0233e-10,0.05625
0.05,0.125,0.1,0,1,0.5,0,1,26.667,-2.0862e-10,-2.0862e-10,0.05625
0.075,0.125,0.1,0,1,0.5,0,1,26.667,-2.1751e-10,-2.1751e-10,0.05625
0.1,0.125,0.1,0,1,0.5,0,1,26.667,-2.2842e-10,-2.2842e-10,0.05625
0.125,0.125,0.1,0,1,0.5,0,1,26.667,-2.3967e-10,-2.3967e-10,0.05625
0.15,0.125,0.1,0,1,0.5,0,1,26.667,-2.5116e-10,-2.5116e-10,0.05625
0.175,0.125,0.1,0,1,0.5,0,1,26.667,-2.6341e-10,-2.6341e-10,0.05625
0.2,0.125,0.1,0,1,0.5,0,1,26.667,-2.7539e-10,-2.7539e-10,0.05625
0.225,0.125,0.1,0,1,0.5,0,1,26.667,-2.8593e-10,-2.8593e-10,0.05625
0.25,0.125,0.1,0,1,0.5,0,1,26.667,-2.9519e-10,-2.9519e-10,0.05625
0.275,0.125,0.1,0,1,0.5,0,1,26.667,-3.047e-10,-3.047e-10,0.05625
0.3,0.125,0.1,0,1,0.5,0,1,26.667,-3.1414e-10,-3.1414e-10,0.05625
0.325,0.125,0.1,0,1,0.5,0,1,26.667,-3.2302e-10,-3.2302e-10,0.05625
0.35,0.125,0.1,0,1,0.5,0,1,26.667,-3.3246e-10,-3.3246e-10,0.05625
0.375,0.125,0.1,0,1,0.5,0,1,26.667,-3.4169e-10,-3.4169e-10,0.05625
0.4,0.125,0.1,0,1,0.5,0,1,26.667,-3.4963e-10,-3.4963e-10,0.05625
0.425,0.125,0.1,0,1,0.5,0,1,26.667,-3.5722e-10,-3.5722e-10,0.05625
0.45,0.125,0.1,0,1,0.5,0,1,26.667,-3.6423e-10,-3.6423e-10,0.05625
0.475,0.125,0.1,0,1,0.5,0,1,26.667,-3.7023e-10,-3.7023e-10,0.05625
0.5,0.125,0.1,0,1,0.5,0,1,26.667,-3.7603e-10,-3.7603e-10,0.05625
0.525,0.125,0.1,0,1,0.5,0,1,26.667,-3.8298e-10,-3.8298e-10,0.05625
0.55,0.125,0.1,0,1,0.5,0,1,26.667,-3.895e-10,-3.895e-10,0.05625
0.575,0.125,0.1,0,1,0.5,0,1,26.667,-3.9497e-10,-3.9497e-10,0.05625
0.6,0.125,0.1,0,1,0.5,0,1,26.667,-3.9983e-10,-3.9983e-10,0.05625
0.625,0.125,0.1,0,1,0.5,0,1,26.667,-4.039e-10,-4.039e-10,0.05625
0.65,0.125,0.1,0,1,0.5,0,1,26.667,-4.0893e-10,-4.0893e-10,0.05625
0.675,0.125,0.1,0,1,0.5,0,1,26.667,-4.1429e-10,-4.1429e-10,0.05625
0.7,0.125,0.1,0,1,0.5,0,1,26.667,-4.1871e-10,-4.1871e-10,0.05625
0.725,0.125,0.1,0,1,0.5,0,1,26.667,-4.235e-10,-4.235e-10,0.05625
0.75,0.125,0.1,0,1,0.5,0,1,26.667,-4.2823e-10,-4.2823e-10,0.05625
0.775,0.125,0.1,0,1,0.5,0,1,26.667,-4.3215e-10,-4.3215e-10,0.05625
0.8,0.125,0.1,0,1,0.5,0,1,26.667,-4.3629e-10,-4.3629e-10,0.05625
0.825,0.125,0.1,0,1,0.5,0,1,26.667,-4.4002e-10,-4.4002e-10,0.05625
0.85,0.125,0.1,0,1,0.5,0,1,26.667,-4.4322e-10,-4.4322e-10,0.05625
0.875,0.125,0.1,0,1,0.5,0,1,26.667,-4.4671e-10,-4.4671e-10,0.05625
0.9,0.125,0.1,0,1,0.5,0,1,26.667,-4.4992e-10,-4.4992e-10,0.05625
0.925,0.125,0.1,0,1,0.5,0,1,26.667,-4.5217e-10,-4.5217e-10,0.05625
0.95,0.125,0.1,0,1,0.5,0,1,26.667,-4.5418e-10,-4.5418e-10,0.05625
0.975,0.125,0.1,0,1,0.5,0,1,26.667,-4.5671e-10,-4.5671e-10,0.05625
1,0.125,0.1,0,1,0.5,0,1,26.667,-4.5944e-10,-4.5944e-10,0.05625
1.025,0.125,0.1,0,1,0.5,0,1,26.667,-4.6181e-10,-4.6181e-10,0.05625
1.05,0.125,0.1,0,1,0.5,0,1,26.667,-4.6436e-10,-4.6436e-10,0.05625
1.075,0.125,0.1,0,1,0.5,0,1,26.667,-4.6739e-10,-4.6739e-10,0.05625
1.1,0.125,0.1,0,1,0.5,0,1,26.667,-4.6999e-10,-4.6999e-10,0.05625
1.125,0.125,0.1,0,1,0.5,0,1,26.667,-4.7217e-10,-4.7217e-10,0.05625
1.15,0.125,0.1,0,1,0.5,0,1,26.667,-4.7467e-10,-4.7467e-10,0.05625
1.175,0.125,0.1,0,1,0.5,0,1,26.667,-4.7684e-10,-4.7684e-10,0.05625
1.2,0.125,0.1,0,1,0.5,0,1,26.667,-4.7849e-10,-4.7849e-10,0.05625
1.225,0.125,0.1,0,1,0.5,0,1,26.667,-4.8066e-10,-4.8066e-10,0.05625
1.25,0.125,0.1,0,1,0.5,0,1,26.667,-4.8308e-10,-4.8308e-10,0.05625
1.275,0.125,0.1,0,1,0.5,0,1,26.667,-4.8547e-10,-4.8547e-10,0.05625
1.3,0.125,0.1,0,1,0.5,0,1,26.667,-4.8813e-10,-4.8813e-10,0.05625
1.325,0.125,0.1,0,1,0.5,0,1,26.667,-4.9007e-10,-4.9007e-10,0.05625
1.35,0.125,0.1,0,1,0.5,0,1,26.667,-4.9199e-10,-4.9199e-10,0.05625
1.375,0.125,0.1,0,1,0.5,0,1,26.667,-4.9414e-10,-4.9414e-10,0.05625
1.4,0.125,0.1,0,1,0.5,0,1,26.667,-4.9584e-10,-4.9584e-10,0.05625
1.425,0.125,0.1,0,1,0.5,0,1,26.667,-4.9818e-10,-4.9818e-10,0.05625
1.45,0.125,0.1,0,1,0.5,0,1,26.667,-5.0073e-10,-5.0073e-10,0.05625
1.475,0.125,0.1,0,1,0.5,0,1,26.667,-5.0249e-10,-5.0249e-10,0.05625
1.5,0.125,0.1,0,1,0.5,0,1,26.667,-5.0386e-10,-5.0386e-10,0.05625
1.525,0.125,0.1,0,1,0.5,0,1,26.667,-5.0545e-10,-5.0545e-10,0.05625
1.55,0.125,0.1,0,1,0.5,0,1,26.667,-5.0723e-10,-5.0723e-10,0.05625
1.575,0.125,0.1,0,1,0.5,0,1,26.667,-5.0901e-10,-5.0901e-10,0.05625
1.6,0.125,0.1,0,1,0.5,0,1,26.667,-5.1102e-10,-5.1102e-10,0.05625
1.625,0.125,0.1,0,1,0.5,0,1,26.667,-5.1274e-10,-5.1274e-10,0.05625
1.65,0.125,0.1,0,1,0.5,0,1,26.667,-5.1449e-10,-5.1449e-10,0.05625
1.675,0.125,0.1,0,1,0.5,0,1,26.667,-5.166e-10,-5.166e-10,0.05625
1.7,0.125,0.1,0,1,0.5,0,1,26.667,-5.1843e-10,-5.1843e-10,0.05625
1.725,0.125,0.1,0,1,0.5,0,1,26.667,-5.1976e-10,-5.1976e-10,0.05625
1.75,0.125,0.1,0,1,0.5,0,1,26.667,-5.2126e-10,-5.2126e-10,0.05625
1.775,0.125,0.1,0,1,0.5,0,1,26.667,-5.2317e-10,-5.2317e-10,0.05625
1.8,0.125,0.1,0,1,0.5,0,1,26.667,-5.2496e-10,-5.2496e-10,0.05625
1.825,0.125,0.1,0,1,0.5,0,1,26.667,-5.2667e-10,-5.2667e-10,0.05625
1.85,0.125,0.1,0,1,0.5,0,1,26.667,-5.2841e-10,-5.2841e-10,0.05625
1.875,0.125,0.1,0,1,0.5,0,1,26.667,-5.3035e-10,-5.3035e-10,0.05625
1.9,0.125,0.1,0,1,0.5,0,1,26.667,-5.3203e-10,-5.3203e-10,0.05625
1.925,0.125,0.1,0,1,0.5,0,1,26.667,-5.3408e-10,-5.3408e-10,0.05625
1.95,0.125,0.1,0,1,0.5,0,1,26.667,-5.3622e-10,-5.3622e-10,0.05625
1.975,0.125,0.1,0,1,0.5,0,1,26.667,-5.3755e-10,-5.3755e-10,0.05625
2,0.125,0.1,0,1,0.5,0,1,26.667,-5.3837e-10,-5.3837e-10,0.05625
2.025,0.125,0.1,0,1,0.5,0,1,26.667,-5.3944e-10,-5.3944e-10,0.05625
2.05,0.125,0.1,0,1,0.5,0,1,26.667,-5.4065e-10,-5.4065e-10,0.05625
2.075,0.125,0.1,0,1,0.5,0,1,26.667,-5.4134e-10,-5.4134e-10,0.05625
2.1,0.125,0.1,0,1,0.5,0,1,26.667,-5.4253e-10,-5.4253e-10,0.05625
2.125,0.125,0.1,0,1,0.5,0,1,26.667,-5.4436e-10,-5.4436e-10,0.05625
2.15,0.125,0.1,0,1,0.5,0,1,26.667,-5.4555e-10,-5.4555e-10,0.05625
2.175,0.125,0.1,0,1,0.5,0,1,26.667,-5.4626e-10,-5.4626e-10,0.05625
2.2,0.125,0.1,0,1,0.5,0,1,26.667,-5.4715e-10,-5.4715e-10,0.05625
2.225,0.125,0.1,0,1,0.5,0,1,26.667,-5.4862e-10,-5.4862e-10,0.05625
2.25,0.125,0.1,0,1,0.5,0,1,26.667,-5.5078e-10,-5.5078e-10,0.05625
2.275,0.125,0.1,0,1,0.5,0,1,26.667,-5.5255e-10,-5.5255e-10,0.05625
2.3,0.125,0.1,0,1,0.5,0,1,26.667,-5.5347e-10,-5.5347e-10,0.05625
2.325,0.125,0.1,0,1,0.5,0,1,26.667,-5.5444e-10,-5.5444e-10,0.05625
2.35,0.125,0.1,0,1,0.5,0,1,26.667,-5.5552e-10,-5.5552e-10,0.05625
2.375,0.125,0.1,0,1,0.5,0,1,26.667,-5.5676e-10,-5.5676e-10,0.05625
2.4,0.125,0.1,0,1,0.5,0,1,26.667,-5.5813e-10,-5.5813e-10,0.05625
2.425,0.125,0.1,0,1,0.5,0,1,26.667,-5.5898e-10,-5.5898e-10,0.05625
2.45,0.125,0.1,0,1,0.5,0,1,26.667,-5.5957e-10,-5.5957e-10,0.05625
2.475,0.125,0.1,0,1,0.5,0,1,26.667,-5.6058e-10,-5.6058e-10,0.05625
2.5,0.125,0.1,0,1,0.5,0,1,26.667,-5.6199e-10,-5.6199e-10,0.05625
2.525,0.125,0.1,0,1,0.5,0,1,26.667,-5.6226e-10,-5.6226e-10,0.05625
2.55,0.125,0.1,0,1,0.5,0,1,26.667,-5.6203e-10,-5.6203e-10,0.05625
2.575,0.125,0.1,0,1,0.5,0,1,26.667,-5.6246e-10,-5.6246e-10,0.05625
2.6,0.125,0.1,0,1,0.5,0,1,26.667,-5.6318e-10,-5.6318e-10,0.05625
2.625,0.125,0.1,0,1,0.5,0,1,26.667,-5.6428e-10,-5.6428e-10,0.05625
2.65,0.125,0.1,0,1,0.5,0,1,26.667,-5.6517e-10,-5.6517e-10,0.05625
2.675,0.125,0.1,0,1,0.5,0,1,26.667,-5.6551e-10,-5.6551e-10,0.05625
2.7,0.125,0.1,0,1,0.5,0,1,26.667,-5.654e-10,-5.654e-10,0.05625
2.725,0.125,0.1,0,1,0.5,0,1,26.667,-5.6554e-10,-5.6554e-10,0.05625
2.75,0.125,0.1,0,1,0.5,0,1,26.667,-5.6609e-10,-5.6609e-10,0.05625
2.775,0.125,0.1,0,1,0.5,0,1,26.667,-5.6679e-10,-5.6679e-10,0.05625
2.8,0.125,0.1,0,1,0.5,0,1,26.667,-5.6757e-10,-5.6757e-10,0.05625
2.825,0.125,0.1,0,1,0.5,0,1,26.667,-5.6889e-10,-5.6889e-10,0.05625
2.85,0.125,0.1,0,1,0.5,0,1,26.667,-5.7048e-10,-5.7048e-10,0.05625
2.875,0.125,0.1,0,1,0.5,0,1,26.667,-5.7166e-10,-5.7166e-10,0.05625
2.9,0.125,0.1,0,1,0.5,0,1,26.667,-5.7249e-10,-5.7249e-10,0.05625
2.925,0.125,0.1,0,1,0.5,0,1,26.667,-5.7354e-10,-5.7354e-10,0.05625
2.95,0.125,0.1,0,1,0.5,0,1,26.667,-5.7512e-10,-5.7512e-10,0.05625
2.975,0.125,0.1,0,1,0.5,0,1,26.667,-5.7622e-10,-5.7622e-10,0.05625
3,0.125,0.1,0,1,0.5,0,1,26.667,-5.7602e-10,-5.7602e-10,0.05625
3.025,0.125,0.1,0,1,0.5,0,1,26.667,-5.7524e-10,-5.7524e-10,0.05625
3.05,0.125,0.1,0,1,0.5,0,1,26.667,-5.7475e-10,-5.7475e-10,0.05625
3.075,0.125,0.1,0,1,0.5,0,1,26.667,-5.7451e-10,-5.7451e-10,0.05625
3.1,0.125,0.1,0,1,0.5,0,1,26.667,-5.7416e-10,-5.7416e-10,0.05625
3.125,0.125,0.1,0,1,0.5,0,1,26.667,-5.7409e-10,-5.7409e-10,0.05625
3.15,0.125,0.1,0,1,0.5,0,1,26.667,-5.7483e-10,-5.7483e-10,0.05625
3.175,0.125,0.1,0,1,0.5,0,1,26.667,-5.747e-10,-5.747e-10,0.05625
